USGS_station_number	Sample_date_(yyyymmdd)	Sample_time_(HHMM)	Medium_code	NWIS_parameter_code	Parameter_name	Remark_and_result	Units_of_measurement	Analyzing_laboratory	 
T452500107234008	20220809	1220	WG	45028	HCFC-22	<0.040	ug/L	NWQL	
T453254107251316	20220809	1225	WS	45028	HCFC-22	<0.040	ug/L	NWQL	
T453600107270018	20220810	1230	WT	45028	HCFC-22	<0.040	ug/L	NWQL	
T452000107520002	20220808	1240	WG	45028	HCFC-22	<0.040	ug/L	NWQL	
T452700107230017	20220809	1300	WG	45028	HCFC-22	<0.040	ug/L	NWQL	
T452700107430003	20220808	1330	WG	45028	HCFC-22	<0.040	ug/L	NWQL	
T453535107275515	20220809	1340	WS	45028	HCFC-22	<0.040	ug/L	NWQL	
T453200107250011	20220810	0750	WG	45028	HCFC-22	<0.040	ug/L	NWQL	
T450800107230004	20220809	0820	WG	45028	HCFC-22	<0.040	ug/L	NWQL	
T454300107330012	20220810	0840	WG	45028	HCFC-22	<0.040	ug/L	NWQL	
T453615107271309	20220810	0900	WS	45028	HCFC-22	<0.040	ug/L	NWQL	
T450754107240301	20220809	0910	WT	45028	HCFC-22	<0.040	ug/L	NWQL	
T452540108321601	20220808	0920	WT	45028	HCFC-22	<0.040	ug/L	NWQL	
T453900107280021	20220810	0930	WG	45028	HCFC-22	<0.040	ug/L	NWQL	
T451400107230005	20220809	0950	WG	45028	HCFC-22	<0.040	ug/L	NWQL	
T453200107250011	20220810	0750	WG	49538	"1,1-Difluoroethane"	<0.025	ug/L	NWQL	
T453657107270401	20220810	1000	WS	49538	"1,1-Difluoroethane"	<0.025	ug/L	NWQL	
T452500108320026	20220808	1000	WT	49538	"1,1-Difluoroethane"	<0.025	ug/L	NWQL	
T453800107270022	20220810	1020	WG	49538	"1,1-Difluoroethane"	<0.025	ug/L	NWQL	
T451800107210006	20220809	1030	WG	49538	"1,1-Difluoroethane"	<0.025	ug/L	NWQL	
T451943107212513	20220809	1030	WS	49538	"1,1-Difluoroethane"	<0.025	ug/L	NWQL	
T453500107270024	20220810	1100	WT	49538	"1,1-Difluoroethane"	<0.025	ug/L	NWQL	
T451852107214501	20220809	1110	WT	49538	"1,1-Difluoroethane"	<0.025	ug/L	NWQL	
T451800107220007	20220809	1140	WG	49538	"1,1-Difluoroethane"	<0.025	ug/L	NWQL	
T453200107250023	20220810	1150	WG	49538	"1,1-Difluoroethane"	<0.025	ug/L	NWQL	
T451800107540001	20220808	1200	WG	49538	"1,1-Difluoroethane"	<0.025	ug/L	NWQL	
T451257107225201	20220810	1200	WS	49538	"1,1-Difluoroethane"	<0.025	ug/L	NWQL	
T452500107234008	20220809	1220	WG	49538	"1,1-Difluoroethane"	<0.025	ug/L	NWQL	
T453254107251316	20220809	1225	WS	49538	"1,1-Difluoroethane"	<0.025	ug/L	NWQL	
T453600107270018	20220810	1230	WT	49538	"1,1-Difluoroethane"	<0.025	ug/L	NWQL	
T452000107520002	20220808	1240	WG	49538	"1,1-Difluoroethane"	<0.025	ug/L	NWQL	
T452700107230017	20220809	1300	WG	49538	"1,1-Difluoroethane"	<0.025	ug/L	NWQL	
T452700107430003	20220808	1330	WG	49538	"1,1-Difluoroethane"	<0.025	ug/L	NWQL	
T453535107275515	20220809	1340	WS	49538	"1,1-Difluoroethane"	<0.025	ug/L	NWQL	
T450800107230004	20220809	0820	WG	49538	"1,1-Difluoroethane"	<0.025	ug/L	NWQL	
T454300107330012	20220810	0840	WG	49538	"1,1-Difluoroethane"	<0.025	ug/L	NWQL	
T453615107271309	20220810	0900	WS	49538	"1,1-Difluoroethane"	<0.025	ug/L	NWQL	
T450754107240301	20220809	0910	WT	49538	"1,1-Difluoroethane"	<0.025	ug/L	NWQL	
T452540108321601	20220808	0920	WT	49538	"1,1-Difluoroethane"	<0.025	ug/L	NWQL	
T453900107280021	20220810	0930	WG	49538	"1,1-Difluoroethane"	<0.025	ug/L	NWQL	
T451400107230005	20220809	0950	WG	49538	"1,1-Difluoroethane"	<0.025	ug/L	NWQL	
T453657107270401	20220810	1000	WS	50319	Chloropicrin	<1.00	ug/L	OCRL	
T452500108320026	20220808	1000	WT	50319	Chloropicrin	<1.00	ug/L	OCRL	
T453800107270022	20220810	1020	WG	50319	Chloropicrin	<1.00	ug/L	OCRL	
T451943107212513	20220809	1030	WS	50319	Chloropicrin	<1.00	ug/L	OCRL	
T451800107210006	20220809	1030	WG	50319	Chloropicrin	<1.00	ug/L	OCRL	
T453500107270024	20220810	1100	WT	50319	Chloropicrin	<1.00	ug/L	OCRL	
T451852107214501	20220809	1110	WT	50319	Chloropicrin	<1.00	ug/L	OCRL	
T451800107220007	20220809	1140	WG	50319	Chloropicrin	<1.00	ug/L	OCRL	
T453200107250023	20220810	1150	WG	50319	Chloropicrin	<1.00	ug/L	OCRL	
T451257107225201	20220810	1200	WS	50319	Chloropicrin	<1.00	ug/L	OCRL	
T451800107540001	20220808	1200	WG	50319	Chloropicrin	<1.00	ug/L	OCRL	
T452500107234008	20220809	1220	WG	50319	Chloropicrin	<1.00	ug/L	OCRL	
T453254107251316	20220809	1225	WS	50319	Chloropicrin	<1.00	ug/L	OCRL	
T453600107270018	20220810	1230	WT	50319	Chloropicrin	<1.00	ug/L	OCRL	
T452000107520002	20220808	1240	WG	50319	Chloropicrin	<1.00	ug/L	OCRL	
T452700107230017	20220809	1300	WG	50319	Chloropicrin	<1.00	ug/L	OCRL	
T452700107430003	20220808	1330	WG	50319	Chloropicrin	<1.00	ug/L	OCRL	
T453535107275515	20220809	1340	WS	50319	Chloropicrin	<1.00	ug/L	OCRL	
T453200107250011	20220810	0750	WG	50319	Chloropicrin	<1.00	ug/L	OCRL	
T450800107230004	20220809	0820	WG	50319	Chloropicrin	<1.00	ug/L	OCRL	
T454300107330012	20220810	0840	WG	50319	Chloropicrin	<1.00	ug/L	OCRL	
T453615107271309	20220810	0900	WS	50319	Chloropicrin	<1.00	ug/L	OCRL	
T450754107240301	20220809	0910	WT	50319	Chloropicrin	<1.00	ug/L	OCRL	
T452540108321601	20220808	0920	WT	50319	Chloropicrin	<1.00	ug/L	OCRL	
T453900107280021	20220810	0930	WG	50319	Chloropicrin	<1.00	ug/L	OCRL	
T451400107230005	20220809	0950	WG	50319	Chloropicrin	<1.00	ug/L	OCRL	
T453657107270401	20220810	1000	WS	50985	CFC-114	<0.030	ug/L	NWQL	
T452500108320026	20220808	1000	WT	50985	CFC-114	<0.030	ug/L	NWQL	
T453800107270022	20220810	1020	WG	50985	CFC-114	<0.030	ug/L	NWQL	
T451800107210006	20220809	1030	WG	50985	CFC-114	<0.030	ug/L	NWQL	
T451943107212513	20220809	1030	WS	50985	CFC-114	<0.030	ug/L	NWQL	
T453500107270024	20220810	1100	WT	50985	CFC-114	<0.030	ug/L	NWQL	
T451852107214501	20220809	1110	WT	50985	CFC-114	<0.030	ug/L	NWQL	
T451800107220007	20220809	1140	WG	50985	CFC-114	<0.030	ug/L	NWQL	
T453200107250023	20220810	1150	WG	50985	CFC-114	<0.030	ug/L	NWQL	
T451800107540001	20220808	1200	WG	50985	CFC-114	<0.030	ug/L	NWQL	
T451257107225201	20220810	1200	WS	50985	CFC-114	<0.030	ug/L	NWQL	
T452500107234008	20220809	1220	WG	50985	CFC-114	<0.030	ug/L	NWQL	
T453254107251316	20220809	1225	WS	50985	CFC-114	<0.030	ug/L	NWQL	
T453600107270018	20220810	1230	WT	50985	CFC-114	<0.030	ug/L	NWQL	
T452000107520002	20220808	1240	WG	50985	CFC-114	<0.030	ug/L	NWQL	
T452700107230017	20220809	1300	WG	50985	CFC-114	<0.030	ug/L	NWQL	
T452700107430003	20220808	1330	WG	50985	CFC-114	<0.030	ug/L	NWQL	
T453535107275515	20220809	1340	WS	50985	CFC-114	<0.030	ug/L	NWQL	
T453200107250011	20220810	0750	WG	50985	CFC-114	<0.030	ug/L	NWQL	
T450800107230004	20220809	0820	WG	50985	CFC-114	<0.030	ug/L	NWQL	
T454300107330012	20220810	0840	WG	50985	CFC-114	<0.030	ug/L	NWQL	
T453615107271309	20220810	0900	WS	50985	CFC-114	<0.030	ug/L	NWQL	
T450754107240301	20220809	0910	WT	50985	CFC-114	<0.030	ug/L	NWQL	
T452540108321601	20220808	0920	WT	50985	CFC-114	<0.030	ug/L	NWQL	
T453900107280021	20220810	0930	WG	50985	CFC-114	<0.030	ug/L	NWQL	
T451400107230005	20220809	0950	WG	50985	CFC-114	<0.030	ug/L	NWQL	
T452500108320026	20220808	1000	WT	51307	Bromochloroiodomethane	<0.050	ug/L	OCRL	
T453657107270401	20220810	1000	WS	51307	Bromochloroiodomethane	<0.050	ug/L	OCRL	
T453800107270022	20220810	1020	WG	51307	Bromochloroiodomethane	<0.050	ug/L	OCRL	
T451943107212513	20220809	1030	WS	51307	Bromochloroiodomethane	<0.050	ug/L	OCRL	
T451800107210006	20220809	1030	WG	51307	Bromochloroiodomethane	<0.050	ug/L	OCRL	
T453500107270024	20220810	1100	WT	51307	Bromochloroiodomethane	<0.050	ug/L	OCRL	
T451852107214501	20220809	1110	WT	51307	Bromochloroiodomethane	1.08	ug/L	OCRL	
T451800107220007	20220809	1140	WG	51307	Bromochloroiodomethane	<0.050	ug/L	OCRL	
T453200107250023	20220810	1150	WG	51307	Bromochloroiodomethane	<0.050	ug/L	OCRL	
T451800107540001	20220808	1200	WG	51307	Bromochloroiodomethane	<0.050	ug/L	OCRL	
T451257107225201	20220810	1200	WS	51307	Bromochloroiodomethane	<0.050	ug/L	OCRL	
T452500107234008	20220809	1220	WG	51307	Bromochloroiodomethane	<0.050	ug/L	OCRL	
T453254107251316	20220809	1225	WS	51307	Bromochloroiodomethane	<0.050	ug/L	OCRL	
T453600107270018	20220810	1230	WT	51307	Bromochloroiodomethane	<0.050	ug/L	OCRL	
T452000107520002	20220808	1240	WG	51307	Bromochloroiodomethane	<0.050	ug/L	OCRL	
T452700107230017	20220809	1300	WG	51307	Bromochloroiodomethane	<0.050	ug/L	OCRL	
T452700107430003	20220808	1330	WG	51307	Bromochloroiodomethane	<0.050	ug/L	OCRL	
T453535107275515	20220809	1340	WS	51307	Bromochloroiodomethane	<0.050	ug/L	OCRL	
T453200107250011	20220810	0750	WG	51307	Bromochloroiodomethane	<0.050	ug/L	OCRL	
T450800107230004	20220809	0820	WG	51307	Bromochloroiodomethane	<0.050	ug/L	OCRL	
T454300107330012	20220810	0840	WG	51307	Bromochloroiodomethane	<0.050	ug/L	OCRL	
T453615107271309	20220810	0900	WS	51307	Bromochloroiodomethane	<0.050	ug/L	OCRL	
T450754107240301	20220809	0910	WT	51307	Bromochloroiodomethane	<0.050	ug/L	OCRL	
T452540108321601	20220808	0920	WT	51307	Bromochloroiodomethane	<0.050	ug/L	OCRL	
T453900107280021	20220810	0930	WG	51307	Bromochloroiodomethane	<0.050	ug/L	OCRL	
T451400107230005	20220809	0950	WG	51307	Bromochloroiodomethane	<0.050	ug/L	OCRL	
T453657107270401	20220810	1000	WS	51308	Bromodiiodomethane	<0.050	ug/L	OCRL	
T452500108320026	20220808	1000	WT	51308	Bromodiiodomethane	<0.050	ug/L	OCRL	
T453800107270022	20220810	1020	WG	51308	Bromodiiodomethane	<0.050	ug/L	OCRL	
T451943107212513	20220809	1030	WS	51308	Bromodiiodomethane	<0.050	ug/L	OCRL	
T451800107210006	20220809	1030	WG	51308	Bromodiiodomethane	<0.050	ug/L	OCRL	
T453500107270024	20220810	1100	WT	51308	Bromodiiodomethane	<0.050	ug/L	OCRL	
T451852107214501	20220809	1110	WT	51308	Bromodiiodomethane	<0.050	ug/L	OCRL	
T451800107220007	20220809	1140	WG	51308	Bromodiiodomethane	<0.050	ug/L	OCRL	
T453200107250023	20220810	1150	WG	51308	Bromodiiodomethane	<0.050	ug/L	OCRL	
T451800107540001	20220808	1200	WG	51308	Bromodiiodomethane	<0.050	ug/L	OCRL	
T451257107225201	20220810	1200	WS	51308	Bromodiiodomethane	<0.050	ug/L	OCRL	
T452500107234008	20220809	1220	WG	51308	Bromodiiodomethane	<0.050	ug/L	OCRL	
T453254107251316	20220809	1225	WS	51308	Bromodiiodomethane	<0.050	ug/L	OCRL	
T453600107270018	20220810	1230	WT	51308	Bromodiiodomethane	<0.050	ug/L	OCRL	
T452000107520002	20220808	1240	WG	51308	Bromodiiodomethane	<0.050	ug/L	OCRL	
T452700107230017	20220809	1300	WG	51308	Bromodiiodomethane	<0.050	ug/L	OCRL	
T452700107430003	20220808	1330	WG	51308	Bromodiiodomethane	<0.050	ug/L	OCRL	
T453535107275515	20220809	1340	WS	51308	Bromodiiodomethane	<0.050	ug/L	OCRL	
T453200107250011	20220810	0750	WG	51308	Bromodiiodomethane	<0.050	ug/L	OCRL	
T450800107230004	20220809	0820	WG	51308	Bromodiiodomethane	<0.050	ug/L	OCRL	
T454300107330012	20220810	0840	WG	51308	Bromodiiodomethane	<0.050	ug/L	OCRL	
T453615107271309	20220810	0900	WS	51308	Bromodiiodomethane	<0.050	ug/L	OCRL	
T450754107240301	20220809	0910	WT	51308	Bromodiiodomethane	<0.050	ug/L	OCRL	
T452540108321601	20220808	0920	WT	51308	Bromodiiodomethane	<0.050	ug/L	OCRL	
T453900107280021	20220810	0930	WG	51308	Bromodiiodomethane	<0.050	ug/L	OCRL	
T451400107230005	20220809	0950	WG	51308	Bromodiiodomethane	<0.050	ug/L	OCRL	
T452500108320026	20220808	1000	WT	51309	Chlorodiiodomethane	<0.050	ug/L	OCRL	
T453657107270401	20220810	1000	WS	51309	Chlorodiiodomethane	<0.050	ug/L	OCRL	
T453800107270022	20220810	1020	WG	51309	Chlorodiiodomethane	<0.050	ug/L	OCRL	
T451800107210006	20220809	1030	WG	51309	Chlorodiiodomethane	<0.050	ug/L	OCRL	
T451943107212513	20220809	1030	WS	51309	Chlorodiiodomethane	<0.050	ug/L	OCRL	
T453500107270024	20220810	1100	WT	51309	Chlorodiiodomethane	<0.050	ug/L	OCRL	
T451852107214501	20220809	1110	WT	51309	Chlorodiiodomethane	<0.050	ug/L	OCRL	
T451800107220007	20220809	1140	WG	51309	Chlorodiiodomethane	<0.050	ug/L	OCRL	
T453200107250023	20220810	1150	WG	51309	Chlorodiiodomethane	<0.050	ug/L	OCRL	
T451800107540001	20220808	1200	WG	51309	Chlorodiiodomethane	<0.050	ug/L	OCRL	
T451257107225201	20220810	1200	WS	51309	Chlorodiiodomethane	<0.050	ug/L	OCRL	
T452500107234008	20220809	1220	WG	51309	Chlorodiiodomethane	<0.050	ug/L	OCRL	
T453254107251316	20220809	1225	WS	51309	Chlorodiiodomethane	<0.050	ug/L	OCRL	
T453600107270018	20220810	1230	WT	51309	Chlorodiiodomethane	<0.050	ug/L	OCRL	
T452000107520002	20220808	1240	WG	51309	Chlorodiiodomethane	<0.050	ug/L	OCRL	
T452700107230017	20220809	1300	WG	51309	Chlorodiiodomethane	<0.050	ug/L	OCRL	
T452700107430003	20220808	1330	WG	51309	Chlorodiiodomethane	<0.050	ug/L	OCRL	
T453535107275515	20220809	1340	WS	51309	Chlorodiiodomethane	<0.050	ug/L	OCRL	
T453200107250011	20220810	0750	WG	51309	Chlorodiiodomethane	<0.050	ug/L	OCRL	
T450800107230004	20220809	0820	WG	51309	Chlorodiiodomethane	<0.050	ug/L	OCRL	
T454300107330012	20220810	0840	WG	51309	Chlorodiiodomethane	<0.050	ug/L	OCRL	
T453615107271309	20220810	0900	WS	51309	Chlorodiiodomethane	<0.050	ug/L	OCRL	
T450754107240301	20220809	0910	WT	51309	Chlorodiiodomethane	<0.050	ug/L	OCRL	
T452540108321601	20220808	0920	WT	51309	Chlorodiiodomethane	<0.050	ug/L	OCRL	
T453900107280021	20220810	0930	WG	51309	Chlorodiiodomethane	<0.050	ug/L	OCRL	
T451400107230005	20220809	0950	WG	51309	Chlorodiiodomethane	<0.050	ug/L	OCRL	
T452500108320026	20220808	1000	WT	51310	Dibromoiodomethane	<0.050	ug/L	OCRL	
T453657107270401	20220810	1000	WS	51310	Dibromoiodomethane	<0.050	ug/L	OCRL	
T453800107270022	20220810	1020	WG	51310	Dibromoiodomethane	<0.050	ug/L	OCRL	
T451943107212513	20220809	1030	WS	51310	Dibromoiodomethane	<0.050	ug/L	OCRL	
T451800107210006	20220809	1030	WG	51310	Dibromoiodomethane	<0.050	ug/L	OCRL	
T453500107270024	20220810	1100	WT	51310	Dibromoiodomethane	<0.050	ug/L	OCRL	
T451852107214501	20220809	1110	WT	51310	Dibromoiodomethane	0.43	ug/L	OCRL	
T451800107220007	20220809	1140	WG	51310	Dibromoiodomethane	<0.050	ug/L	OCRL	
T453200107250023	20220810	1150	WG	51310	Dibromoiodomethane	<0.050	ug/L	OCRL	
T451800107540001	20220808	1200	WG	51310	Dibromoiodomethane	<0.050	ug/L	OCRL	
T451257107225201	20220810	1200	WS	51310	Dibromoiodomethane	<0.050	ug/L	OCRL	
T452500107234008	20220809	1220	WG	51310	Dibromoiodomethane	<0.050	ug/L	OCRL	
T453254107251316	20220809	1225	WS	51310	Dibromoiodomethane	<0.050	ug/L	OCRL	
T453600107270018	20220810	1230	WT	51310	Dibromoiodomethane	<0.050	ug/L	OCRL	
T452000107520002	20220808	1240	WG	51310	Dibromoiodomethane	<0.050	ug/L	OCRL	
T452700107230017	20220809	1300	WG	51310	Dibromoiodomethane	<0.050	ug/L	OCRL	
T452700107430003	20220808	1330	WG	51310	Dibromoiodomethane	<0.050	ug/L	OCRL	
T453535107275515	20220809	1340	WS	51310	Dibromoiodomethane	<0.050	ug/L	OCRL	
T453200107250011	20220810	0750	WG	51310	Dibromoiodomethane	<0.050	ug/L	OCRL	
T450800107230004	20220809	0820	WG	51310	Dibromoiodomethane	<0.050	ug/L	OCRL	
T454300107330012	20220810	0840	WG	51310	Dibromoiodomethane	<0.050	ug/L	OCRL	
T453615107271309	20220810	0900	WS	51310	Dibromoiodomethane	<0.050	ug/L	OCRL	
T450754107240301	20220809	0910	WT	51310	Dibromoiodomethane	0.12	ug/L	OCRL	
T452540108321601	20220808	0920	WT	51310	Dibromoiodomethane	<0.050	ug/L	OCRL	
T453900107280021	20220810	0930	WG	51310	Dibromoiodomethane	<0.050	ug/L	OCRL	
T451400107230005	20220809	0950	WG	51310	Dibromoiodomethane	<0.050	ug/L	OCRL	
T452500108320026	20220808	1000	WT	51311	Dichloroiodomethane	<0.050	ug/L	OCRL	
T453657107270401	20220810	1000	WS	51311	Dichloroiodomethane	<0.050	ug/L	OCRL	
T453800107270022	20220810	1020	WG	51311	Dichloroiodomethane	<0.050	ug/L	OCRL	
T451800107210006	20220809	1030	WG	51311	Dichloroiodomethane	<0.050	ug/L	OCRL	
T451943107212513	20220809	1030	WS	51311	Dichloroiodomethane	<0.050	ug/L	OCRL	
T453500107270024	20220810	1100	WT	51311	Dichloroiodomethane	0.45	ug/L	OCRL	
T451852107214501	20220809	1110	WT	51311	Dichloroiodomethane	1.31	ug/L	OCRL	
T451800107220007	20220809	1140	WG	51311	Dichloroiodomethane	<0.050	ug/L	OCRL	
T453200107250023	20220810	1150	WG	51311	Dichloroiodomethane	<0.050	ug/L	OCRL	
T451800107540001	20220808	1200	WG	51311	Dichloroiodomethane	<0.050	ug/L	OCRL	
T451257107225201	20220810	1200	WS	51311	Dichloroiodomethane	<0.050	ug/L	OCRL	
T452500107234008	20220809	1220	WG	51311	Dichloroiodomethane	<0.050	ug/L	OCRL	
T453254107251316	20220809	1225	WS	51311	Dichloroiodomethane	<0.050	ug/L	OCRL	
T453600107270018	20220810	1230	WT	51311	Dichloroiodomethane	0.98	ug/L	OCRL	
T452000107520002	20220808	1240	WG	51311	Dichloroiodomethane	<0.050	ug/L	OCRL	
T452700107230017	20220809	1300	WG	51311	Dichloroiodomethane	<0.050	ug/L	OCRL	
T452700107430003	20220808	1330	WG	51311	Dichloroiodomethane	<0.050	ug/L	OCRL	
T453535107275515	20220809	1340	WS	51311	Dichloroiodomethane	<0.050	ug/L	OCRL	
T453200107250011	20220810	0750	WG	51311	Dichloroiodomethane	<0.050	ug/L	OCRL	
T450800107230004	20220809	0820	WG	51311	Dichloroiodomethane	<0.050	ug/L	OCRL	
T454300107330012	20220810	0840	WG	51311	Dichloroiodomethane	<0.050	ug/L	OCRL	
T453615107271309	20220810	0900	WS	51311	Dichloroiodomethane	<0.050	ug/L	OCRL	
T450754107240301	20220809	0910	WT	51311	Dichloroiodomethane	<0.050	ug/L	OCRL	
T452540108321601	20220808	0920	WT	51311	Dichloroiodomethane	<0.050	ug/L	OCRL	
T453900107280021	20220810	0930	WG	51311	Dichloroiodomethane	<0.050	ug/L	OCRL	
T451400107230005	20220809	0950	WG	51311	Dichloroiodomethane	<0.050	ug/L	OCRL	
T453657107270401	20220810	1000	WS	51312	Triiodomethane	<0.100	ug/L	OCRL	
T452500108320026	20220808	1000	WT	51312	Triiodomethane	<0.100	ug/L	OCRL	
T453800107270022	20220810	1020	WG	51312	Triiodomethane	<0.100	ug/L	OCRL	
T451800107210006	20220809	1030	WG	51312	Triiodomethane	<0.100	ug/L	OCRL	
T451943107212513	20220809	1030	WS	51312	Triiodomethane	<0.100	ug/L	OCRL	
T453500107270024	20220810	1100	WT	51312	Triiodomethane	<0.100	ug/L	OCRL	
T451852107214501	20220809	1110	WT	51312	Triiodomethane	<0.100	ug/L	OCRL	
T451800107220007	20220809	1140	WG	51312	Triiodomethane	<0.100	ug/L	OCRL	
T453200107250023	20220810	1150	WG	51312	Triiodomethane	<0.100	ug/L	OCRL	
T451257107225201	20220810	1200	WS	51312	Triiodomethane	<0.100	ug/L	OCRL	
T451800107540001	20220808	1200	WG	51312	Triiodomethane	<0.100	ug/L	OCRL	
T452500107234008	20220809	1220	WG	51312	Triiodomethane	<0.100	ug/L	OCRL	
T453254107251316	20220809	1225	WS	51312	Triiodomethane	<0.100	ug/L	OCRL	
T453600107270018	20220810	1230	WT	51312	Triiodomethane	<0.100	ug/L	OCRL	
T452000107520002	20220808	1240	WG	51312	Triiodomethane	<0.100	ug/L	OCRL	
T452700107230017	20220809	1300	WG	51312	Triiodomethane	<0.100	ug/L	OCRL	
T452700107430003	20220808	1330	WG	51312	Triiodomethane	<0.100	ug/L	OCRL	
T453535107275515	20220809	1340	WS	51312	Triiodomethane	<0.100	ug/L	OCRL	
T453200107250011	20220810	0750	WG	51312	Triiodomethane	<0.100	ug/L	OCRL	
T450800107230004	20220809	0820	WG	51312	Triiodomethane	<0.100	ug/L	OCRL	
T454300107330012	20220810	0840	WG	51312	Triiodomethane	<0.100	ug/L	OCRL	
T453615107271309	20220810	0900	WS	51312	Triiodomethane	<0.100	ug/L	OCRL	
T450754107240301	20220809	0910	WT	51312	Triiodomethane	<0.100	ug/L	OCRL	
T452540108321601	20220808	0920	WT	51312	Triiodomethane	<0.100	ug/L	OCRL	
T453900107280021	20220810	0930	WG	51312	Triiodomethane	<0.100	ug/L	OCRL	
T451400107230005	20220809	0950	WG	51312	Triiodomethane	<0.100	ug/L	OCRL	
T453657107270401	20220810	1000	WS	51313	Bromochloronitromethane	<1.00	ug/L	OCRL	
T452500108320026	20220808	1000	WT	51313	Bromochloronitromethane	<1.00	ug/L	OCRL	
T453800107270022	20220810	1020	WG	51313	Bromochloronitromethane	<1.00	ug/L	OCRL	
T451943107212513	20220809	1030	WS	51313	Bromochloronitromethane	<1.00	ug/L	OCRL	
T451800107210006	20220809	1030	WG	51313	Bromochloronitromethane	<1.00	ug/L	OCRL	
T453500107270024	20220810	1100	WT	51313	Bromochloronitromethane	<1.00	ug/L	OCRL	
T451852107214501	20220809	1110	WT	51313	Bromochloronitromethane	<1.00	ug/L	OCRL	
T451800107220007	20220809	1140	WG	51313	Bromochloronitromethane	<1.00	ug/L	OCRL	
T453200107250023	20220810	1150	WG	51313	Bromochloronitromethane	<1.00	ug/L	OCRL	
T451257107225201	20220810	1200	WS	51313	Bromochloronitromethane	<1.00	ug/L	OCRL	
T451800107540001	20220808	1200	WG	51313	Bromochloronitromethane	<1.00	ug/L	OCRL	
T452500107234008	20220809	1220	WG	51313	Bromochloronitromethane	<1.00	ug/L	OCRL	
T453254107251316	20220809	1225	WS	51313	Bromochloronitromethane	<1.00	ug/L	OCRL	
T453600107270018	20220810	1230	WT	51313	Bromochloronitromethane	<1.00	ug/L	OCRL	
T452000107520002	20220808	1240	WG	51313	Bromochloronitromethane	<1.00	ug/L	OCRL	
T452700107230017	20220809	1300	WG	51313	Bromochloronitromethane	<1.00	ug/L	OCRL	
T452700107430003	20220808	1330	WG	51313	Bromochloronitromethane	<1.00	ug/L	OCRL	
T453535107275515	20220809	1340	WS	51313	Bromochloronitromethane	<1.00	ug/L	OCRL	
T453200107250011	20220810	0750	WG	51313	Bromochloronitromethane	<1.00	ug/L	OCRL	
T450800107230004	20220809	0820	WG	51313	Bromochloronitromethane	<1.00	ug/L	OCRL	
T454300107330012	20220810	0840	WG	51313	Bromochloronitromethane	<1.00	ug/L	OCRL	
T453615107271309	20220810	0900	WS	51313	Bromochloronitromethane	<1.00	ug/L	OCRL	
T450754107240301	20220809	0910	WT	51313	Bromochloronitromethane	<1.00	ug/L	OCRL	
T452540108321601	20220808	0920	WT	51313	Bromochloronitromethane	<1.00	ug/L	OCRL	
T453900107280021	20220810	0930	WG	51313	Bromochloronitromethane	<1.00	ug/L	OCRL	
T451400107230005	20220809	0950	WG	51313	Bromochloronitromethane	<1.00	ug/L	OCRL	
T453657107270401	20220810	1000	WS	51315	Bromonitromethane	<1.00	ug/L	OCRL	
T452500108320026	20220808	1000	WT	51315	Bromonitromethane	<1.00	ug/L	OCRL	
T453800107270022	20220810	1020	WG	51315	Bromonitromethane	<1.00	ug/L	OCRL	
T451943107212513	20220809	1030	WS	51315	Bromonitromethane	<1.00	ug/L	OCRL	
T451800107210006	20220809	1030	WG	51315	Bromonitromethane	<1.00	ug/L	OCRL	
T453500107270024	20220810	1100	WT	51315	Bromonitromethane	<1.00	ug/L	OCRL	
T451852107214501	20220809	1110	WT	51315	Bromonitromethane	<1.00	ug/L	OCRL	
T451800107220007	20220809	1140	WG	51315	Bromonitromethane	<1.00	ug/L	OCRL	
T453200107250023	20220810	1150	WG	51315	Bromonitromethane	<1.00	ug/L	OCRL	
T451257107225201	20220810	1200	WS	51315	Bromonitromethane	<1.00	ug/L	OCRL	
T451800107540001	20220808	1200	WG	51315	Bromonitromethane	<1.00	ug/L	OCRL	
T452500107234008	20220809	1220	WG	51315	Bromonitromethane	<1.00	ug/L	OCRL	
T453254107251316	20220809	1225	WS	51315	Bromonitromethane	<1.00	ug/L	OCRL	
T453600107270018	20220810	1230	WT	51315	Bromonitromethane	<1.00	ug/L	OCRL	
T452000107520002	20220808	1240	WG	51315	Bromonitromethane	<1.00	ug/L	OCRL	
T452700107230017	20220809	1300	WG	51315	Bromonitromethane	<1.00	ug/L	OCRL	
T452700107430003	20220808	1330	WG	51315	Bromonitromethane	<1.00	ug/L	OCRL	
T453535107275515	20220809	1340	WS	51315	Bromonitromethane	<1.00	ug/L	OCRL	
T453200107250011	20220810	0750	WG	51315	Bromonitromethane	<1.00	ug/L	OCRL	
T450800107230004	20220809	0820	WG	51315	Bromonitromethane	<1.00	ug/L	OCRL	
